gene_name	gene_id	total_exonic_length
PEX16	ENSG00000121680.16	1668
PEX19	ENSG00000162735.19	3653
PEX2	ENSG00000164751.15	4169
PEX26	ENSG00000215193.14	18626
PEX3	ENSG00000034693.15	2750
PEX5L	ENSG00000114757.19	9089
PEX6	ENSG00000124587.14	3444
PEX7	ENSG00000112357.14	1454
PF4	ENSG00000163737.5	773
PF4V1	ENSG00000109272.4	743
PFAS	ENSG00000178921.14	5369
PFDN1	ENSG00000113068.10	1336
PFDN2	ENSG00000143256.5	598
PFDN4	ENSG00000101132.10	1230
PFDN5	ENSG00000123349.15	596
PFDN6	ENSG00000204220.12	734
PFKFB1	ENSG00000158571.11	2039
PFKFB2	ENSG00000123836.15	7073
PFKFB3	ENSG00000170525.21	4482
PFKFB4	ENSG00000114268.12	3499
PFKL	ENSG00000141959.17	2907
PFKM	ENSG00000152556.17	3090
PFKP	ENSG00000067057.19	2626
PFN1	ENSG00000108518.8	807
PFN2	ENSG00000070087.15	2047
PFN4	ENSG00000176732.7	1393
PGA3	ENSG00000229859.10	1613
PGA4	ENSG00000229183.10	1384
PGA5	ENSG00000256713.8	1382
PGAM1	ENSG00000171314.9	1802
PGAM2	ENSG00000164708.6	837
PGAP1	ENSG00000197121.15	11090
PGAP2	ENSG00000148985.20	1963
PGAP3	ENSG00000161395.14	2687
PGAP4	ENSG00000165152.9	4225
PGAP6	ENSG00000129925.11	3672
PGBD2	ENSG00000185220.12	2717
PGBD5	ENSG00000177614.11	10914
PGC	ENSG00000096088.16	1371
PGD	ENSG00000142657.21	2268
PGF	ENSG00000119630.14	1740
PGGHG	ENSG00000142102.16	3699
PGGT1B	ENSG00000164219.10	9550
PGK1	ENSG00000102144.15	4812
PGLS	ENSG00000130313.7	1008
PGLYRP1	ENSG00000008438.5	708
PGLYRP2	ENSG00000161031.13	1879
PGLYRP4	ENSG00000163218.15	2129
PGM1	ENSG00000079739.17	2337
PGM2	ENSG00000169299.14	3211
PGM2L1	ENSG00000165434.8	8477
PGM3	ENSG00000013375.17	6079
PGP	ENSG00000184207.9	3164
PGPEP1	ENSG00000130517.14	7081
PGR	ENSG00000082175.16	13037
PGRMC1	ENSG00000101856.10	1879
PGRMC2	ENSG00000164040.18	2769
PGS1	ENSG00000087157.19	2297
PHACTR3	ENSG00000087495.17	2736
PHACTR4	ENSG00000204138.13	6048
PHAF1	ENSG00000125149.12	2917
PHAX	ENSG00000164902.14	3609
PHB1	ENSG00000167085.14	1834
PHC1	ENSG00000111752.11	5390
PHC3	ENSG00000173889.16	12652
PHETA2	ENSG00000177096.9	2335
PHEX	ENSG00000102174.10	6288
PHF1	ENSG00000112511.18	2263
PHF10	ENSG00000130024.15	2167
PHF11	ENSG00000136147.18	1356
PHF13	ENSG00000116273.6	3632
PHF2	ENSG00000197724.11	5392
PHF20	ENSG00000025293.17	5879
PHF21B	ENSG00000056487.16	3976
PHF23	ENSG00000040633.13	1978
PHF24	ENSG00000122733.12	5757
PHF5A	ENSG00000100410.8	1053
PHF6	ENSG00000156531.18	4430
PHF7	ENSG00000010318.22	2127
PHF8	ENSG00000172943.21	6357
PHIP	ENSG00000146247.15	11926
PHKA1	ENSG00000067177.15	6286
PHKA2	ENSG00000044446.12	5077
PHKB	ENSG00000102893.18	5459
PHKG1	ENSG00000164776.11	2074
PHKG2	ENSG00000156873.16	5384
PHLDA1	ENSG00000139289.14	NA
PHLDA2	ENSG00000181649.8	920
PHLDA3	ENSG00000174307.7	2749
PHLDB1	ENSG00000019144.20	5445
PHLDB2	ENSG00000144824.21	6042
PHLPP1	ENSG00000081913.14	6299
PHLPP2	ENSG00000040199.18	8317
PHOSPHO2	ENSG00000144362.12	1121
PHOX2A	ENSG00000165462.5	1699
PHOX2B	ENSG00000109132.7	2785
PHPT1	ENSG00000054148.18	577
PHRF1	ENSG00000070047.13	5539
PHYH	ENSG00000107537.14	1541
PHYHIP	ENSG00000168490.14	2976
PHYHIPL	ENSG00000165443.12	3521
PHYKPL	ENSG00000175309.15	2081
PI15	ENSG00000137558.9	6735
PI16	ENSG00000164530.15	1885
PI3	ENSG00000124102.5	551
PI4K2A	ENSG00000155252.14	4204
PI4K2B	ENSG00000038210.14	3594
PI4KA	ENSG00000241973.11	6751
PIANP	ENSG00000139200.14	2711
PIAS1	ENSG00000033800.14	7980
PIAS2	ENSG00000078043.16	11243
PIAS3	ENSG00000131788.16	2902
PIAS4	ENSG00000105229.7	3069
PIBF1	ENSG00000083535.16	3080
PICALM	ENSG00000073921.18	4134
PICK1	ENSG00000100151.16	2058
PIDD1	ENSG00000177595.19	2984
PIERCE1	ENSG00000160345.13	675
PIERCE2	ENSG00000261652.3	868
PIEZO1	ENSG00000103335.22	8089
PIF1	ENSG00000140451.13	2690
PIFO	ENSG00000173947.14	2293
PIGA	ENSG00000165195.16	3590
PIGB	ENSG00000069943.10	1910
PIGC	ENSG00000135845.10	1456
PIGF	ENSG00000151665.13	1294
PIGG	ENSG00000174227.16	3909
PIGH	ENSG00000100564.9	1394
PIGK	ENSG00000142892.15	4601
PIGL	ENSG00000108474.17	1289
PIGN	ENSG00000197563.11	7936
PIGO	ENSG00000165282.15	4112
PIGP	ENSG00000185808.14	707
PIGQ	ENSG00000007541.17	2958
PIGR	ENSG00000162896.6	4275
PIGS	ENSG00000087111.21	2529
PIGT	ENSG00000124155.19	2168
PIGU	ENSG00000101464.11	1639
PIGW	ENSG00000277161.2	2816
PIGX	ENSG00000163964.18	3038
PIGZ	ENSG00000119227.8	2688
PIH1D1	ENSG00000104872.11	1197
PIK3AP1	ENSG00000155629.15	4800
PIK3C3	ENSG00000078142.14	9415
PIK3CD	ENSG00000171608.18	5412
PIK3CG	ENSG00000105851.11	7059
PIK3IP1	ENSG00000100100.13	2420
PIK3R1	ENSG00000145675.16	6975
PIK3R2	ENSG00000105647.19	3980
PIK3R3	ENSG00000117461.15	5596
PIK3R4	ENSG00000196455.8	5016
PIKFYVE	ENSG00000115020.17	9908
PILRA	ENSG00000085514.16	1271
PILRB	ENSG00000121716.21	1324
PIM1	ENSG00000137193.14	2703
PIM2	ENSG00000102096.9	2075
PIM3	ENSG00000198355.5	2102
PIMREG	ENSG00000129195.16	1908
PIN1	ENSG00000127445.14	1009
PIN4	ENSG00000102309.15	1239
PINK1	ENSG00000158828.8	2657
PINX1	ENSG00000254093.9	1546
PIP	ENSG00000159763.4	578
PIP4K2A	ENSG00000150867.14	3820
PIP4K2B	ENSG00000276293.5	5383
PIP4K2C	ENSG00000166908.18	3176
PIP4P1	ENSG00000165782.11	1821
PIP4P2	ENSG00000155099.8	2759
PIP5K1A	ENSG00000143398.20	3800
PIP5K1B	ENSG00000107242.20	3115
PIP5K1C	ENSG00000186111.11	5069
PIPOX	ENSG00000179761.12	2169
PIR	ENSG00000087842.11	1274
PISD	ENSG00000241878.12	2358
PITHD1	ENSG00000057757.10	1590
PITPNB	ENSG00000180957.19	2914
PITPNC1	ENSG00000154217.16	6241
PITPNM1	ENSG00000110697.13	4217
PITPNM3	ENSG00000091622.16	7149
PITRM1	ENSG00000107959.17	3427
PITX1	ENSG00000069011.16	2337
PITX3	ENSG00000107859.10	1426
PIWIL1	ENSG00000125207.7	3897
PIWIL2	ENSG00000197181.12	5114
PIWIL3	ENSG00000184571.14	3481
PIWIL4	ENSG00000134627.12	3139
PJA1	ENSG00000181191.12	2362
PJA2	ENSG00000198961.10	4856
PKD1	ENSG00000008710.20	14140
PKD1L1	ENSG00000158683.10	9105
PKD1L2	ENSG00000166473.18	7379
PKD1L3	ENSG00000277481.2	5623
PKD2	ENSG00000118762.8	5089
PKD2L1	ENSG00000107593.17	2790
PKD2L2	ENSG00000078795.17	2291
PKDCC	ENSG00000162878.13	2490
PKHD1	ENSG00000170927.15	16271
PKHD1L1	ENSG00000205038.12	19969
PKIB	ENSG00000135549.16	1706
PKLR	ENSG00000143627.19	3047
PKM	ENSG00000067225.21	2305
PKMYT1	ENSG00000127564.17	2061
PKN1	ENSG00000123143.13	3120
PKN2	ENSG00000065243.20	6070
PKN3	ENSG00000160447.7	3393
PKNOX1	ENSG00000160199.15	5300
PKNOX2	ENSG00000165495.16	3642
PKP1	ENSG00000081277.13	5326
PKP2	ENSG00000057294.17	4229
PKP3	ENSG00000184363.10	2817
PKP4	ENSG00000144283.23	4603
PLA1A	ENSG00000144837.9	1743
PLA2G10	ENSG00000069764.10	636
PLA2G12A	ENSG00000123739.11	5219
PLA2G12B	ENSG00000138308.6	1564
PLA2G15	ENSG00000103066.13	2694
PLA2G1B	ENSG00000170890.14	551
PLA2G2A	ENSG00000188257.12	846
PLA2G2D	ENSG00000117215.15	2651
PLA2G2E	ENSG00000188784.4	785
PLA2G2F	ENSG00000158786.5	2721
PLA2G3	ENSG00000100078.4	2600
PLA2G4A	ENSG00000116711.10	2879
PLA2G4C	ENSG00000105499.14	2486
PLA2G4D	ENSG00000159337.7	4266
PLA2G4F	ENSG00000168907.13	5587
PLA2G5	ENSG00000127472.11	1918
PLA2G6	ENSG00000184381.20	3299
PLA2G7	ENSG00000146070.17	1915
PLA2R1	ENSG00000153246.13	14376
PLAA	ENSG00000137055.15	4724
PLAAT1	ENSG00000127252.7	969
PLAAT4	ENSG00000133321.11	758
PLAAT5	ENSG00000168004.10	3042
PLAC1	ENSG00000170965.10	1119
PLAC8	ENSG00000145287.11	1374
PLAC8L1	ENSG00000173261.9	1919
PLAC9	ENSG00000189129.14	776
PLAG1	ENSG00000181690.8	7311
PLAGL2	ENSG00000126003.7	5656
PLAT	ENSG00000104368.19	3062
PLAU	ENSG00000122861.16	2343
PLAUR	ENSG00000011422.12	1368
PLB1	ENSG00000163803.13	5513
PLBD1	ENSG00000121316.11	1960
PLBD2	ENSG00000151176.8	4787
PLCB1	ENSG00000182621.18	7088
PLCB3	ENSG00000149782.13	4192
PLCB4	ENSG00000101333.19	5674
PLCD1	ENSG00000187091.14	2651
PLCD3	ENSG00000161714.12	6132
PLCD4	ENSG00000115556.14	3092
PLCE1	ENSG00000138193.17	12481
PLCG2	ENSG00000197943.12	8666
PLCH2	ENSG00000149527.18	4870
PLCL1	ENSG00000115896.16	6696
PLCL2	ENSG00000154822.18	4161
PLCXD2	ENSG00000240891.8	2148
PLCXD3	ENSG00000182836.10	7706
PLCZ1	ENSG00000139151.16	2105
PLD1	ENSG00000075651.17	6015
PLD2	ENSG00000129219.14	3443
PLD3	ENSG00000105223.21	2137
PLD4	ENSG00000166428.14	1905
PLD5	ENSG00000180287.17	8900
PLD6	ENSG00000179598.6	2578
PLEC	ENSG00000178209.17	14804
PLEK	ENSG00000115956.10	2760
PLEK2	ENSG00000100558.9	1513
PLEKHA1	ENSG00000107679.15	3741
PLEKHA3	ENSG00000116095.11	13892
PLEKHA4	ENSG00000105559.12	3073
PLEKHA5	ENSG00000052126.16	4797
PLEKHA6	ENSG00000143850.16	7412
PLEKHA8	ENSG00000106086.20	7774
PLEKHB1	ENSG00000021300.14	1977
PLEKHD1	ENSG00000175985.10	4891
PLEKHF1	ENSG00000166289.6	1699
PLEKHF2	ENSG00000175895.5	2901
PLEKHG3	ENSG00000126822.18	10526
PLEKHG4	ENSG00000196155.13	4512
PLEKHH1	ENSG00000054690.14	6615
PLEKHH2	ENSG00000152527.14	6994
PLEKHH3	ENSG00000068137.15	3026
PLEKHJ1	ENSG00000104886.12	1218
PLEKHM1	ENSG00000225190.12	5240
PLEKHM2	ENSG00000116786.13	4134
PLEKHN1	ENSG00000187583.11	3176
PLEKHO1	ENSG00000023902.14	2114
PLEKHO2	ENSG00000241839.10	3689
PLG	ENSG00000122194.19	3530
PLGLB1	ENSG00000183281.15	3249
PLGLB2	ENSG00000125551.19	3016
PLGRKT	ENSG00000107020.10	981
PLIN1	ENSG00000166819.12	2916
PLIN2	ENSG00000147872.10	1897
PLIN3	ENSG00000105355.9	2232
PLIN5	ENSG00000214456.8	2470
PLK1	ENSG00000166851.15	2160
PLK2	ENSG00000145632.15	2786
PLK3	ENSG00000173846.13	2340
PLK4	ENSG00000142731.11	3838
PLLP	ENSG00000102934.10	1497
PLN	ENSG00000198523.6	2989
PLOD1	ENSG00000083444.17	2976
PLOD2	ENSG00000152952.12	3749
PLOD3	ENSG00000106397.12	2821
PLP1	ENSG00000123560.14	3011
PLP2	ENSG00000102007.11	1103
PLPBP	ENSG00000147471.12	2507
PLPP1	ENSG00000067113.17	1542
PLPP2	ENSG00000141934.10	1279
PLPP3	ENSG00000162407.9	3273
PLPP4	ENSG00000203805.11	3458
PLPP5	ENSG00000147535.17	2134
PLPP7	ENSG00000160539.6	2065
PLPPR1	ENSG00000148123.15	2477
PLPPR3	ENSG00000129951.19	2306
PLPPR4	ENSG00000117600.14	4824
PLPPR5	ENSG00000117598.14	3983
PLRG1	ENSG00000171566.12	3317
PLS3	ENSG00000102024.19	3288
PLSCR1	ENSG00000188313.13	1976
PLSCR4	ENSG00000114698.15	3233
PLSCR5	ENSG00000231213.7	1100
PLTP	ENSG00000100979.15	1889
PLVAP	ENSG00000130300.9	2290
PLXDC1	ENSG00000161381.14	6230
PLXDC2	ENSG00000120594.17	12275
PLXNA1	ENSG00000114554.12	9309
PLXNA2	ENSG00000076356.7	11508
PLXNA3	ENSG00000130827.6	10885
PLXNB1	ENSG00000164050.13	7178
PLXNB3	ENSG00000198753.12	6153
PLXNC1	ENSG00000136040.9	7492
PLXND1	ENSG00000004399.13	6913
PM20D1	ENSG00000162877.13	2164
PM20D2	ENSG00000146281.6	4703
PMAIP1	ENSG00000141682.12	1899
PMCH	ENSG00000183395.5	754
PMEL	ENSG00000185664.15	2126
PMEPA1	ENSG00000124225.16	4954
PMF1	ENSG00000160783.19	1068
PMFBP1	ENSG00000118557.16	3427
PML	ENSG00000140464.20	5565
PMM1	ENSG00000100417.12	1242
PMM2	ENSG00000140650.13	2285
PMP2	ENSG00000147588.7	3524
PMP22	ENSG00000109099.16	1828
PMPCA	ENSG00000165688.12	2086
PMPCB	ENSG00000105819.14	3910
PMS1	ENSG00000064933.19	3156
PMS2	ENSG00000122512.17	5093
PMVK	ENSG00000163344.6	1002
PNISR	ENSG00000132424.17	5113
PNKD	ENSG00000127838.15	2987
PNKP	ENSG00000039650.12	1731
PNLIP	ENSG00000175535.6	1483
PNLIPRP1	ENSG00000187021.15	1500
PNLIPRP3	ENSG00000203837.5	2374
PNMA2	ENSG00000240694.9	4730
PNMA8A	ENSG00000182013.18	3684
PNMT	ENSG00000141744.4	958
PNN	ENSG00000100941.9	3537
PNO1	ENSG00000115946.8	2242
PNOC	ENSG00000168081.9	1060
PNP	ENSG00000198805.13	1477
PNPLA2	ENSG00000177666.17	2416
PNPLA3	ENSG00000100344.11	2753
PNPLA4	ENSG00000006757.12	3342
PNPLA5	ENSG00000100341.13	2540
PNPLA6	ENSG00000032444.17	4372
PNPLA7	ENSG00000130653.16	4675
PNPLA8	ENSG00000135241.17	4569
PNPT1	ENSG00000138035.15	4549
PNRC1	ENSG00000146278.11	2092
PNRC2	ENSG00000189266.13	2400
POC1A	ENSG00000164087.8	1936
POC1B	ENSG00000139323.14	3024
POC5	ENSG00000152359.15	2185
PODN	ENSG00000174348.14	3002
PODXL	ENSG00000128567.17	5986
PODXL2	ENSG00000114631.11	2175
POF1B	ENSG00000124429.18	3863
POFUT1	ENSG00000101346.14	5226
POFUT2	ENSG00000186866.17	2861
POGK	ENSG00000143157.12	5751
POGLUT1	ENSG00000163389.12	3508
POGLUT2	ENSG00000134901.13	2029
POGLUT3	ENSG00000178202.13	4253
POGZ	ENSG00000143442.23	6655
POLA2	ENSG00000014138.9	3544
POLB	ENSG00000070501.12	1290
POLD1	ENSG00000062822.16	3436
POLD2	ENSG00000106628.13	1609
POLD3	ENSG00000077514.9	3788
POLD4	ENSG00000175482.9	1694
POLDIP2	ENSG00000004142.12	2670
POLDIP3	ENSG00000100227.19	3362
POLE	ENSG00000177084.19	7823
POLE2	ENSG00000100479.14	1692
POLE4	ENSG00000115350.12	1097
POLG	ENSG00000140521.17	4462
POLG2	ENSG00000256525.8	1582
POLH	ENSG00000170734.12	8368
POLI	ENSG00000101751.11	6020
POLK	ENSG00000122008.15	5911
POLL	ENSG00000166169.17	2781
POLM	ENSG00000122678.17	2806
POLQ	ENSG00000051341.15	8757
POLR1A	ENSG00000068654.17	12480
POLR1D	ENSG00000186184.20	693
POLR1E	ENSG00000137054.16	1855
POLR1F	ENSG00000105849.6	3893
POLR1G	ENSG00000117877.11	2822
POLR1H	ENSG00000066379.15	851
POLR2B	ENSG00000047315.17	3785
POLR2C	ENSG00000102978.13	1764
POLR2D	ENSG00000144231.11	5038
POLR2E	ENSG00000099817.12	2854
POLR2F	ENSG00000100142.16	2070
POLR2G	ENSG00000168002.12	791
POLR2I	ENSG00000105258.9	443
POLR2J	ENSG00000005075.16	937
POLR2J2	ENSG00000228049.8	495
POLR2J3	ENSG00000285437.2	495
POLR2K	ENSG00000147669.11	947
POLR2L	ENSG00000177700.6	876
POLR2M	ENSG00000255529.9	4114
POLR3A	ENSG00000148606.15	6610
POLR3B	ENSG00000013503.10	4183
POLR3C	ENSG00000186141.10	3777
POLR3D	ENSG00000168495.13	5336
POLR3E	ENSG00000058600.16	3690
POLR3F	ENSG00000132664.13	2156
POLR3GL	ENSG00000121851.13	1178
POLR3H	ENSG00000100413.17	4468
POLR3K	ENSG00000161980.6	1372
POLRMT	ENSG00000099821.14	3771
POM121C	ENSG00000272391.6	5867
POMGNT1	ENSG00000085998.15	2719
POMGNT2	ENSG00000144647.7	2547
POMP	ENSG00000132963.9	1338
POMT1	ENSG00000130714.19	3057
POMT2	ENSG00000009830.13	4875
POMZP3	ENSG00000146707.15	1528
PON1	ENSG00000005421.9	2393
PON2	ENSG00000105854.13	1610
PON3	ENSG00000105852.11	1191
POP4	ENSG00000105171.10	2556
POP5	ENSG00000167272.11	1086
POP7	ENSG00000172336.5	850
POPDC3	ENSG00000132429.10	1879
POR	ENSG00000127948.16	2446
PORCN	ENSG00000102312.24	1867
POSTN	ENSG00000133110.15	3301
POTEA	ENSG00000188877.12	2268
POTEB	ENSG00000233917.9	2143
POTEB2	ENSG00000230031.10	1687
POTEB3	ENSG00000278522.5	5816
POTEC	ENSG00000183206.18	6642
POTED	ENSG00000166351.11	6464
POTEF	ENSG00000196604.13	4337
POTEG	ENSG00000187537.13	2204
POTEI	ENSG00000196834.14	6682
POTEM	ENSG00000222036.8	6666
POU1F1	ENSG00000064835.12	1488
POU2AF1	ENSG00000110777.12	2875
POU2F1	ENSG00000143190.23	13843
POU2F3	ENSG00000137709.10	3068
POU4F1	ENSG00000152192.8	4539
POU4F2	ENSG00000151615.3	3144
POU5F1	ENSG00000204531.21	1409
POU6F2	ENSG00000106536.21	6123
PPA1	ENSG00000180817.12	1292
PPA2	ENSG00000138777.20	1665
PPAN	ENSG00000130810.20	2302
PPAN-P2RY11	ENSG00000243207.6	2385
PPARA	ENSG00000186951.17	10118
PPARGC1A	ENSG00000109819.9	6288
PPARGC1B	ENSG00000155846.17	10569
PPAT	ENSG00000128059.8	3682
PPBP	ENSG00000163736.4	1307
PPCDC	ENSG00000138621.12	2215
PPCS	ENSG00000127125.9	2269
PPDPF	ENSG00000125534.10	827
PPEF2	ENSG00000156194.18	3343
PPFIA1	ENSG00000131626.19	5240
PPFIA2	ENSG00000139220.17	5674
PPFIA3	ENSG00000177380.14	4583
PPFIBP1	ENSG00000110841.14	5983
PPFIBP2	ENSG00000166387.14	3328
PPIA	ENSG00000196262.15	2237
PPIB	ENSG00000166794.6	893
PPIC	ENSG00000168938.6	1364
PPID	ENSG00000171497.5	1830
PPIE	ENSG00000084072.17	4339
PPIF	ENSG00000108179.14	2196
PPIG	ENSG00000138398.17	6357
PPIH	ENSG00000171960.12	754
PPIL1	ENSG00000137168.8	1516
PPIL2	ENSG00000100023.20	4068
PPIL3	ENSG00000240344.9	1166
PPIL4	ENSG00000131013.4	2475
PPIL6	ENSG00000185250.16	3585
PPIP5K2	ENSG00000145725.21	15369
PPL	ENSG00000118898.16	6251
PPM1A	ENSG00000100614.18	8231
PPM1B	ENSG00000138032.21	2608
PPM1D	ENSG00000170836.13	4768
PPM1E	ENSG00000175175.6	6560
PPM1F	ENSG00000100034.14	5149
PPM1G	ENSG00000115241.11	2210
PPM1H	ENSG00000111110.12	6454
PPM1J	ENSG00000155367.16	1714
PPM1K	ENSG00000163644.15	6309
PPM1L	ENSG00000163590.14	10906
PPM1M	ENSG00000164088.18	2231
PPME1	ENSG00000214517.10	2487
PPOX	ENSG00000143224.18	1733
PPP1CA	ENSG00000172531.16	1421
PPP1CB	ENSG00000213639.11	4916
PPP1CC	ENSG00000186298.12	2552
PPP1R10	ENSG00000204569.10	4511
PPP1R11	ENSG00000204619.8	1621
PPP1R12A	ENSG00000058272.19	5620
PPP1R12B	ENSG00000077157.22	15244
PPP1R12C	ENSG00000125503.13	2997
PPP1R13B	ENSG00000088808.18	5500
PPP1R13L	ENSG00000104881.16	3131
PPP1R14A	ENSG00000167641.11	560
PPP1R14B	ENSG00000173457.11	989
PPP1R14C	ENSG00000198729.5	2219
PPP1R14D	ENSG00000166143.10	750
PPP1R15A	ENSG00000087074.8	2350
PPP1R15B	ENSG00000158615.10	5259
PPP1R16A	ENSG00000160972.10	2864
PPP1R16B	ENSG00000101445.10	6259
PPP1R17	ENSG00000106341.11	1768
PPP1R18	ENSG00000146112.12	3349
PPP1R1A	ENSG00000135447.17	1828
PPP1R1B	ENSG00000131771.14	1815
PPP1R2	ENSG00000184203.8	3386
PPP1R21	ENSG00000162869.16	3173
PPP1R26	ENSG00000196422.11	4951
PPP1R27	ENSG00000182676.5	799
PPP1R32	ENSG00000162148.11	1532
PPP1R35	ENSG00000160813.7	963
PPP1R36	ENSG00000165807.8	1349
PPP1R3A	ENSG00000154415.8	4328
PPP1R3B	ENSG00000173281.5	5510
PPP1R3C	ENSG00000119938.9	2541
PPP1R7	ENSG00000115685.15	1941
PPP1R8	ENSG00000117751.18	2340
PPP1R9A	ENSG00000158528.12	10547
PPP1R9B	ENSG00000108819.11	4212
PPP2CA	ENSG00000113575.11	4582
PPP2CB	ENSG00000104695.13	1946
PPP2R1A	ENSG00000105568.18	5352
PPP2R1B	ENSG00000137713.16	5553
PPP2R2A	ENSG00000221914.11	3923
PPP2R2C	ENSG00000074211.14	4450
PPP2R2D	ENSG00000175470.20	5374
PPP2R3A	ENSG00000073711.11	6743
PPP2R3B	ENSG00000167393.18	2378
PPP2R3B	ENSG00000167393.18_PAR_Y	NA
PPP2R3C	ENSG00000092020.11	1511
PPP2R5A	ENSG00000066027.12	3245
PPP2R5B	ENSG00000068971.14	2729
PPP2R5D	ENSG00000112640.16	2973
PPP2R5E	ENSG00000154001.14	6655
PPP3CA	ENSG00000138814.17	4743
PPP3CB	ENSG00000107758.16	3519
PPP3CC	ENSG00000120910.15	2194
PPP3R1	ENSG00000221823.11	3024
PPP4C	ENSG00000149923.14	1402
PPP4R1	ENSG00000154845.16	3923
PPP4R2	ENSG00000163605.15	4957
PPP4R3B	ENSG00000275052.5	5506
PPP4R4	ENSG00000119698.12	3857
PPP5C	ENSG00000011485.15	2139
PPP6C	ENSG00000119414.12	4103
PPP6R1	ENSG00000105063.19	3984
PPP6R3	ENSG00000110075.15	5072
PPRC1	ENSG00000148840.11	5328
PPT2	ENSG00000221988.13	1906
PPTC7	ENSG00000196850.6	4994
PPWD1	ENSG00000113593.12	2109
PPY	ENSG00000108849.8	468
PQBP1	ENSG00000102103.18	1028
PRAC1	ENSG00000159182.5	382
PRAC2	ENSG00000229637.4	560
PRADC1	ENSG00000135617.4	1090
PRAF2	ENSG00000243279.4	1260
PRAM1	ENSG00000133246.12	2195
PRAME	ENSG00000185686.18	2304
PRAMEF1	ENSG00000116721.9	2160
PRAMEF10	ENSG00000187545.5	1525
PRAMEF11	ENSG00000239810.3	1845
PRAMEF15	ENSG00000204501.7	1865
PRAMEF17	ENSG00000204479.4	1578
PRAMEF18	ENSG00000279804.3	2125
PRAMEF2	ENSG00000120952.4	1642
PRAMEF25	ENSG00000229571.7	1919
PRAMEF26	ENSG00000280267.6	1909
PRAMEF27	ENSG00000274764.6	1947
PRAMEF33	ENSG00000237700.2	1518
PRAMEF4	ENSG00000243073.4	1840
PRAMEF5	ENSG00000270601.5	1855
PRAMEF6	ENSG00000232423.6	1720
PRAMEF8	ENSG00000182330.11	1558
PRAMEF9	ENSG00000204505.5	2465
PRAP1	ENSG00000165828.15	744
PRB1	ENSG00000251655.7	775
PRC1	ENSG00000198901.14	3072
PRCC	ENSG00000143294.15	2068
PRCD	ENSG00000214140.11	1989
PRCP	ENSG00000137509.12	3489
PRDM1	ENSG00000057657.17	5148
PRDM10	ENSG00000170325.16	6305
PRDM12	ENSG00000130711.5	2478
PRDM13	ENSG00000112238.12	3129
PRDM14	ENSG00000147596.4	2269
PRDM15	ENSG00000141956.14	6525
PRDM16	ENSG00000142611.17	8698
PRDM5	ENSG00000138738.11	5207
PRDM7	ENSG00000126856.16	3393
PRDM8	ENSG00000152784.16	3130
PRDM9	ENSG00000164256.11	3193
PRDX1	ENSG00000117450.15	945
PRDX2	ENSG00000167815.12	925
PRDX3	ENSG00000165672.7	1553
PRDX4	ENSG00000123131.13	956
PRDX5	ENSG00000126432.14	860
PRDX6	ENSG00000117592.9	1690
PREB	ENSG00000138073.14	2127
PRELID1	ENSG00000169230.10	1226
PRELID3A	ENSG00000141391.14	1684
PRELID3B	ENSG00000101166.16	2503
PRELP	ENSG00000188783.6	5769
PREPL	ENSG00000138078.16	5829
PREX1	ENSG00000124126.14	6752
PREX2	ENSG00000046889.19	10824
PRG2	ENSG00000186652.10	1431
PRG3	ENSG00000156575.2	869
PRH2	ENSG00000134551.13	3177
PRICKLE1	ENSG00000139174.12	5878
PRICKLE2	ENSG00000163637.13	9947
PRICKLE3	ENSG00000012211.13	2795
PRIM1	ENSG00000198056.15	1423
PRIM2	ENSG00000146143.19	2303
PRIMA1	ENSG00000175785.13	3715
PRIMPOL	ENSG00000164306.11	2164
PRKAA1	ENSG00000132356.12	5254
PRKAA2	ENSG00000162409.12	9355
PRKAB1	ENSG00000111725.11	2219
PRKAB2	ENSG00000131791.8	5343
PRKACA	ENSG00000072062.16	2695
PRKACB	ENSG00000142875.20	4481
PRKAG1	ENSG00000181929.13	1657
PRKAG2	ENSG00000106617.15	3279
PRKAG3	ENSG00000115592.12	2388
PRKAR1A	ENSG00000108946.16	4253
PRKAR2A	ENSG00000114302.16	6492
PRKAR2B	ENSG00000005249.13	3689
PRKCA	ENSG00000154229.12	8964
PRKCD	ENSG00000163932.16	2833
PRKCE	ENSG00000171132.14	5749
PRKCG	ENSG00000126583.12	3149
PRKCH	ENSG00000027075.17	3720
PRKCI	ENSG00000163558.13	4887
PRKCQ	ENSG00000065675.16	3255
PRKCZ	ENSG00000067606.17	2385
PRKD1	ENSG00000184304.17	3833
PRKD2	ENSG00000105287.13	3588
PRKD3	ENSG00000115825.11	6156
PRKDC	ENSG00000253729.9	13459
PRKG1	ENSG00000185532.20	6615
PRKN	ENSG00000185345.24	4178
PRKRA	ENSG00000180228.14	1770
PRKRIP1	ENSG00000128563.13	2159
PRKX	ENSG00000183943.6	6102
PRL	ENSG00000172179.13	894
PRLH	ENSG00000071677.1	264
PRLHR	ENSG00000119973.6	5387
PRLR	ENSG00000113494.17	11581
PRM1	ENSG00000175646.4	399
PRM2	ENSG00000122304.11	680
PRMT1	ENSG00000126457.22	1328
PRMT2	ENSG00000160310.19	2354
PRMT3	ENSG00000185238.13	2552
PRMT5	ENSG00000100462.16	2304
PRMT7	ENSG00000132600.18	3738
PRMT8	ENSG00000111218.12	2399
PRMT9	ENSG00000164169.13	3461
PRND	ENSG00000171864.5	3981
